Sentence #	Word	POS	Tag
Sentence 1207	PRO	PROPN	O
Sentence 1207	OURO	PROPN	O
Sentence 1207	,	PUNCT	O
Sentence 1207	MAS	PUNCT	O
Sentence 1207	MINHA	PROPN	O
Sentence 1207	ALMA	PROPN	O
Sentence 1207	É	VERB	O
Sentence 1207	BRONZE	ADJ	O
Sentence 1207	,	PUNCT	O
Sentence 1207	E	PUNCT	O
Sentence 1207	AGORA	NOUN	O
Sentence 1207	?	PUNCT	O
Sentence 1208	Do	ADP	O
Sentence 1208	jeito	VERB	O
Sentence 1208	que	PRON	O
Sentence 1208	eu	PRON	O
Sentence 1208	gosto	VERB	O
Sentence 1208	,	PUNCT	O
Sentence 1208	ela	PRON	O
Sentence 1208	vem	VERB	O
Sentence 1208	cheia	NOUN	O
Sentence 1208	de	ADP	O
Sentence 1208	manha	NOUN	O
Sentence 1208	😏	PROPN	O
Sentence 1209	vou	AUX	O
Sentence 1209	deitar	VERB	O
Sentence 1210	Eu	PRON	O
Sentence 1210	sou	VERB	O
Sentence 1210	completamente	ADV	O
Sentence 1210	apaixonada	VERB	O
Sentence 1210	pelo	ADP	O
Sentence 1210	meu	DET	O
Sentence 1210	Pablo	NOUN	B-person
Sentence 1210	!	PUNCT	O
Sentence 1210	Quero	VERB	O
Sentence 1210	fazer	VERB	O
Sentence 1210	ele	PRON	O
Sentence 1210	o	DET	O
Sentence 1210	homem	NOUN	O
Sentence 1210	mais	ADV	O
Sentence 1210	feliz	ADJ	O
Sentence 1210	do	ADP	O
Sentence 1210	mundo	NOUN	O
Sentence 1210	😍	VERB	O
Sentence 1210	❤	PROPN	O
Sentence 1210	💍	PROPN	O
Sentence 1211	@pam_scr	VERB	O
Sentence 1211	A	DET	O
Sentence 1211	mãe	NOUN	O
Sentence 1211	d	ADP	O
Sentence 1211	ele	PRON	O
Sentence 1211	fez	VERB	O
Sentence 1211	um	DET	O
Sentence 1211	bolo	NOUN	O
Sentence 1211	,	PUNCT	O
Sentence 1211	aí	ADV	O
Sentence 1211	cantou	VERB	O
Sentence 1211	parabéns	NOUN	O
Sentence 1211	quando	ADV	O
Sentence 1211	entrei	VERB	O
Sentence 1211	,	PUNCT	O
Sentence 1211	esperaram	VERB	O
Sentence 1211	até	ADP	O
Sentence 1211	meia	X	O
Sentence 1211	noite	NOUN	O
Sentence 1211	,	PUNCT	O
Sentence 1211	a	DET	O
Sentence 1211	hora	NOUN	O
Sentence 1211	que	PRON	O
Sentence 1211	cheguei	VERB	O
Sentence 1211	😍	VERB	O
Sentence 1212	@Lucasmarcal	PROPN	O
Sentence 1212	Fazia	VERB	O
Sentence 1212	alguns	DET	O
Sentence 1212	anos	NOUN	O
Sentence 1212	já	ADV	O
Sentence 1212	que	SCONJ	O
Sentence 1212	eu	PRON	O
Sentence 1212	não	ADV	O
Sentence 1212	ficava	VERB	O
Sentence 1212	até	ADP	O
Sentence 1212	tarde	ADV	O
Sentence 1212	assim	ADV	O
Sentence 1212	só	ADV	O
Sentence 1212	conversando	VERB	O
Sentence 1212	haha	NOUN	O
Sentence 1213	Vagas	PROPN	O
Sentence 1213	p/	PROPN	O
Sentence 1213	ESTAGIÁRIO	PROPN	O
Sentence 1213	AG	PROPN	O
Sentence 1213	OP	PROPN	O
Sentence 1213	6H	PROPN	O
Sentence 1213	-	PUNCT	O
Sentence 1213	Itaú	PROPN	B-organization
Sentence 1213	Unibanco	PROPN	I-organization
Sentence 1213	-	PUNCT	O
Sentence 1213	Limeira	PROPN	B-location
Sentence 1213	/	PUNCT	O
Sentence 1213	SP	PROPN	B-location
Sentence 1213	-	PUNCT	O
Sentence 1213	https://t.co/VZYadejnJT	PROPN	O
Sentence 1214	@VulgoMulato	PROPN	O
Sentence 1214	kkkkkkk	PROPN	O
Sentence 1214	vc	PROPN	O
Sentence 1214	q	CCONJ	O
Sentence 1214	prometeu	VERB	O
Sentence 1214	a	DET	O
Sentence 1214	caixinha	NOUN	O
Sentence 1214	de	ADP	O
Sentence 1214	latao	NOUN	O
Sentence 1215	Deus	PROPN	O
Sentence 1215	perdoa	VERB	O
Sentence 1215	MCs	PROPN	O
Sentence 1215	ruins	PROPN	O
Sentence 1215	,	PUNCT	O
Sentence 1215	eles	PRON	O
Sentence 1215	nunca	ADV	O
Sentence 1215	se	PRON	O
Sentence 1215	calam	VERB	O
Sentence 1216	@RafaellaWaldorf	PUNCT	O
Sentence 1216	Pois	ADV	O
Sentence 1216	é	VERB	O
Sentence 1216	..	PUNCT	O
Sentence 1216	VOLTA	PROPN	O
Sentence 1216	MARLEY	PROPN	B-person
Sentence 1216	,	PUNCT	O
Sentence 1216	não	ADV	O
Sentence 1216	aguentamos	VERB	O
Sentence 1216	mais	ADV	O
Sentence 1216	esse	DET	O
Sentence 1216	mistério	NOUN	O
Sentence 1216	!	PUNCT	O
Sentence 1216	kkkkkkk	NOUN	O
Sentence 1217	Vc	PROPN	O
Sentence 1217	ñ	CCONJ	O
Sentence 1217	precisa	VERB	O
Sentence 1217	retribuir	VERB	O
Sentence 1217	uma	DET	O
Sentence 1217	ofensa	NOUN	O
Sentence 1217	com	ADP	O
Sentence 1217	outra	DET	O
Sentence 1217	ofensa	NOUN	O
Sentence 1217	,	PUNCT	O
Sentence 1217	nem	CCONJ	O
Sentence 1217	ódio	NOUN	O
Sentence 1217	com	ADP	O
Sentence 1217	ódio	NOUN	O
Sentence 1217	,	PUNCT	O
Sentence 1217	retribua	PROPN	O
Sentence 1217	td	PROPN	O
Sentence 1217	em	ADP	O
Sentence 1217	amor	NOUN	O
Sentence 1217	,	PUNCT	O
Sentence 1217	assim	ADV	O
Sentence 1217	vc	PROPN	O
Sentence 1217	será	VERB	O
Sentence 1217	a	DET	O
Sentence 1217	diferença	NOUN	O
Sentence 1217	e	CCONJ	O
Sentence 1217	smp	AUX	O
Sentence 1217	irá	AUX	O
Sentence 1217	incomodar	VERB	O
Sentence 1217	😘	NOUN	O
Sentence 1218	NOVA	PROPN	O
Sentence 1218	BEBIDA	NOUN	O
Sentence 1218	QUE	PROPN	O
Sentence 1218	VOCÊ	PROPN	O
Sentence 1218	VAI	VERB	O
Sentence 1218	ADORAR	VERB	O
Sentence 1218	TRECOMENDO	PROPN	O
Sentence 1218	https://t.co/4qWyvALjp5	PROPN	O
Sentence 1219	43	NUM	O
Sentence 1219	-	PUNCT	O
Sentence 1219	Odeio	PROPN	O
Sentence 1219	falar	VERB	O
Sentence 1219	no	ADP	O
Sentence 1219	telefone	NOUN	O
Sentence 1220	Vagas	PROPN	O
Sentence 1220	p/	PROPN	O
Sentence 1220	Analista	PROPN	O
Sentence 1220	Administrativo	PROPN	O
Sentence 1220	RH	PROPN	O
Sentence 1220	-	PUNCT	O
Sentence 1220	Zona	PROPN	B-location
Sentence 1220	Sul	PROPN	I-location
Sentence 1220	-	PUNCT	O
Sentence 1220	SP	PROPN	B-location
Sentence 1220	-	PUNCT	O
Sentence 1220	https://t.co/jci2ug8Q18	PROPN	O
Sentence 1220	  	SPACE	O
Sentence 1220	-	PUNCT	O
Sentence 1220	São	PROPN	B-location
Sentence 1220	Paulo	PROPN	I-location
Sentence 1220	/	PUNCT	O
Sentence 1220	SP	PROPN	O
Sentence 1220	-	PUNCT	O
Sentence 1220	https://t.co/in47XO6e2c	PROPN	O
Sentence 1221	minhas	DET	O
Sentence 1221	mãos	NOUN	O
Sentence 1221	estão	VERB	O
Sentence 1221	muito	ADV	O
Sentence 1221	gelada	VERB	O
Sentence 1221	credo	PROPN	O
Sentence 1221	#	PROPN	O
Sentence 1221	AFlor	PROPN	O
Sentence 1221	Arthur	PROPN	B-person
Sentence 1221	Aguiar	PROPN	I-person
Sentence 1221	#	PROPN	O
Sentence 1221	QueroNoTVZ	PROPN	O
Sentence 1222	@kruchinskib	NOUN	O
Sentence 1222	nossa	DET	O
Sentence 1222	só	ADV	O
Sentence 1222	agr	VERB	O
Sentence 1222	que	SCONJ	O
Sentence 1222	fui	VERB	O
Sentence 1222	ver	VERB	O
Sentence 1222	udhhshe	PROPN	O
Sentence 1222	obg	PROPN	O
Sentence 1222	😂	PROPN	O
Sentence 1223	@whosilly	PROPN	O
Sentence 1223	Eu	PRON	O
Sentence 1223	gosto	VERB	O
Sentence 1224	@Romulotrem	VERB	O
Sentence 1224	só	ADV	O
Sentence 1224	concordo	ADJ	O
Sentence 1225	novo	ADV	O
Sentence 1225	ep	PROPN	O
Sentence 1225	de	ADP	O
Sentence 1225	Girls	PROPN	O
Sentence 1225	In	PROPN	O
Sentence 1225	The	PROPN	O
Sentence 1225	House	PROPN	O
Sentence 1225	e	CCONJ	O
Sentence 1225	eu	PRON	O
Sentence 1225	não	ADV	O
Sentence 1225	estou	AUX	O
Sentence 1225	sabendo	VERB	O
Sentence 1225	lidar	VERB	O
Sentence 1225	kkkkkkkk	NOUN	O
Sentence 1226	Volta	PROPN	O
Sentence 1226	Marley	PROPN	B-person
Sentence 1226	...	PUNCT	O
Sentence 1226	Tão	AUX	O
Sentence 1226	pedindo	VERB	O
Sentence 1226	ou	CCONJ	O
Sentence 1226	tão	ADV	O
Sentence 1226	mandando	VERB	O
Sentence 1226	,	PUNCT	O
Sentence 1226	me	PRON	O
Sentence 1226	explica	VERB	O
Sentence 1226	isso	PRON	O
Sentence 1226	?	PUNCT	O
Sentence 1226	?	PUNCT	O
Sentence 1226	?	PUNCT	O
Sentence 1226	Obrigado	VERB	O
Sentence 1226	de	ADP	O
Sentence 1226	nada	PRON	O
Sentence 1226	!	PUNCT	O
Sentence 1226	!	PUNCT	O
Sentence 1227	3:26	NUM	O
Sentence 1227	AM	NOUN	O
Sentence 1227	Insônia	PROPN	O
Sentence 1227	ou	CCONJ	O
Sentence 1227	fome	NOUN	O
Sentence 1227	?	PUNCT	O
Sentence 1228	@carynapers	NUM	O
Sentence 1228	Esses	DET	O
Sentence 1228	não	ADV	O
Sentence 1228	sei	VERB	O
Sentence 1228	,	PUNCT	O
Sentence 1228	tá	VERB	O
Sentence 1228	mais	ADV	O
Sentence 1228	pra	ADP	O
Sentence 1228	não	ADV	O
Sentence 1229	eu	PRON	O
Sentence 1229	mesma	VERB	O
Sentence 1229	e	CCONJ	O
Sentence 1229	hoje	ADV	O
Sentence 1229	é	VERB	O
Sentence 1229	da	ADP	O
Sentence 1229	vovó	VERB	O
Sentence 1229	❤	PROPN	O
Sentence 1229	❤	PROPN	O
Sentence 1229	https://t.co/bzR1IyhSAg	PROPN	O
Sentence 1230	to	PROPN	O
Sentence 1230	é	VERB	O
Sentence 1230	com	ADP	O
Sentence 1230	medo	NOUN	O
Sentence 1230	vo	VERB	O
Sentence 1230	morrer	PROPN	O
Sentence 1231	Por	ADP	O
Sentence 1231	dano	PROPN	O
Sentence 1231	ambiental	PROPN	O
Sentence 1231	,	PUNCT	O
Sentence 1231	Justiça	PROPN	O
Sentence 1231	barra	VERB	O
Sentence 1231	obra	NOUN	O
Sentence 1231	de	ADP	O
Sentence 1231	captação	NOUN	O
Sentence 1231	de	ADP	O
Sentence 1231	água	NOUN	O
Sentence 1231	para	ADP	O
Sentence 1231	Grande	PROPN	B-location
Sentence 1231	SP	PROPN	I-location
Sentence 1231	https://t.co/l9sPGoyJQd	PUNCT	O
Sentence 1232	Mulher	PROPN	O
Sentence 1232	tem	AUX	O
Sentence 1232	que​	SCONJ	O
Sentence 1232	ter	VERB	O
Sentence 1232	postura	NOUN	O
Sentence 1232	,	PUNCT	O
Sentence 1232	homem	NOUN	O
Sentence 1232	adora	VERB	O
Sentence 1232	putaria	NOUN	O
Sentence 1232	,	PUNCT	O
Sentence 1232	mais	ADV	O
Sentence 1232	não	ADV	O
Sentence 1232	assume	VERB	O
Sentence 1232	puta	NOUN	O
Sentence 1232	.	PUNCT	O
Sentence 1233	EU	PROPN	O
Sentence 1233	VO	PROPN	O
Sentence 1233	MORRE	PROPN	O
Sentence 1234	Vei	VERB	O
Sentence 1234	vtnc	NOUN	O
Sentence 1234	q	ADP	O
Sentence 1234	ja	PROPN	O
Sentence 1234	tem	VERB	O
Sentence 1234	meia	X	O
Sentence 1234	hora	NOUN	O
Sentence 1234	(	PUNCT	O
Sentence 1234	sem	ADP	O
Sentence 1234	exagero	NOUN	O
Sentence 1234	)	PUNCT	O
Sentence 1234	q	CCONJ	O
Sentence 1234	to	PROPN	O
Sentence 1234	tentando	VERB	O
Sentence 1234	enviar	VERB	O
Sentence 1234	uma	DET	O
Sentence 1234	foto	NOUN	O
Sentence 1234	no	ADP	O
Sentence 1234	wpp	PROPN	O
Sentence 1234	pra	ADP	O
Sentence 1234	minha	DET	O
Sentence 1234	amg	NOUN	O
Sentence 1234	e	CCONJ	O
Sentence 1234	a	DET	O
Sentence 1234	foto	NOUN	O
Sentence 1234	nao	PROPN	O
Sentence 1234	vai	AUX	O
Sentence 1234	nem	CCONJ	O
Sentence 1234	a	ADP	O
Sentence 1234	pau	PRON	O
Sentence 1235	Contando	VERB	O
Sentence 1235	os	DET	O
Sentence 1235	minutos	SYM	O
Sentence 1235	pra	ADP	O
Sentence 1235	largar	VERB	O
Sentence 1235	k	INTJ	O
Sentence 1236	Queria	VERB	O
Sentence 1236	saber	VERB	O
Sentence 1236	em	ADP	O
Sentence 1236	quantas	DET	O
Sentence 1236	oportunidades	NOUN	O
Sentence 1236	teria	AUX	O
Sentence 1236	sido	AUX	O
Sentence 1236	diferente	ADJ	O
Sentence 1236	se	SCONJ	O
Sentence 1236	eu	PRON	O
Sentence 1236	não	ADV	O
Sentence 1236	fosse	VERB	O
Sentence 1236	tão	ADV	O
Sentence 1236	lerdo	ADJ	O
Sentence 1236	e	CCONJ	O
Sentence 1236	nao	PROPN	O
Sentence 1236	me	PRON	O
Sentence 1236	diminuísse	VERB	O
Sentence 1237	Não	ADV	O
Sentence 1237	sei	VERB	O
Sentence 1237	pq	PROPN	O
Sentence 1237	fiz	VERB	O
Sentence 1237	isso	PRON	O
Sentence 1237	eu	PRON	O
Sentence 1237	nem	ADV	O
Sentence 1237	tomo	ADV	O
Sentence 1237	coca	VERB	O
Sentence 1237	cola	VERB	O
Sentence 1237	zero	NUM	O
Sentence 1237	kdbdkdbdkdj	PROPN	O
Sentence 1238	@SaulSutcliff	PROPN	O
Sentence 1238	@Gabriieru	VERB	O
Sentence 1238	Amo	PROPN	O
Sentence 1238	vcs	PROPN	O
Sentence 1239	Eu	PRON	O
Sentence 1239	e	PUNCT	O
Sentence 1239	a	DET	O
Sentence 1239	isabela	NOUN	B-person
Sentence 1239	somos	VERB	O
Sentence 1239	um	DET	O
Sentence 1239	perigo	NOUN	O
Sentence 1239	p	DET	O
Sentence 1239	sociedade	NOUN	O
Sentence 1239	,	PUNCT	O
Sentence 1239	vcs	PROPN	O
Sentence 1239	não	ADV	O
Sentence 1239	tão	ADV	O
Sentence 1239	entendendo	VERB	O
Sentence 1239	hauahaha	NOUN	O
Sentence 1240	é	VERB	O
Sentence 1240	obvio	PROPN	O
Sentence 1240	https://t.co/UY2kZ5VKei	NOUN	O
Sentence 1241	Esse	DET	O
Sentence 1241	filme	NOUN	O
Sentence 1241	😍	ADJ	O
Sentence 1241	😍	PROPN	O
Sentence 1241	https://t.co/E2Qa13wFDS	PROPN	O
Sentence 1242	é	VERB	O
Sentence 1242	tetra	ADJ	O
Sentence 1243	1	NUM	O
Sentence 1243	pessoa	NOUN	O
Sentence 1243	acaba	AUX	O
Sentence 1243	de	ADP	O
Sentence 1243	visitar	VERB	O
Sentence 1243	seu	DET	O
Sentence 1243	perfil	NOUN	O
Sentence 1243	https://t.co/Lwc2W9qEhQ	PROPN	O
Sentence 1244	me	PRON	O
Sentence 1244	senti	VERB	O
Sentence 1244	descolada	VERB	O
Sentence 1244	ganhando	VERB	O
Sentence 1244	cortesia	NOUN	O
Sentence 1244	da	ADP	O
Sentence 1244	paramount	PROPN	B-organization
Sentence 1244	pra	ADP	O
Sentence 1244	assistir	VERB	O
Sentence 1244	filme	NOUN	O
Sentence 1244	.	PUNCT	O
Sentence 1244	seria	VERB	O
Sentence 1244	bom	ADJ	O
Sentence 1244	ter	VERB	O
Sentence 1244	cinema	NOUN	O
Sentence 1244	passando	VERB	O
Sentence 1244	o	DET	O
Sentence 1244	filme	NOUN	O
Sentence 1244	legendado	VERB	O
Sentence 1244	num	PROPN	O
Sentence 1244	horário	NOUN	O
Sentence 1244	possível	ADJ	O
Sentence 1244	.	PUNCT	O
Sentence 1245	Doide	PROPN	O
Sentence 1245	kkk	PROPN	O
Sentence 1245	eu	PRON	O
Sentence 1245	vou	AUX	O
Sentence 1245	e	CCONJ	O
Sentence 1245	dormir	VERB	O
Sentence 1246	Sdds	VERB	O
Sentence 1246	sentir	VERB	O
Sentence 1246	sono	ADJ	O
Sentence 1247	Acordadao	VERB	O
Sentence 1247	uma	NUM	O
Sentence 1247	hora	NOUN	O
Sentence 1247	d	ADP	O
Sentence 1247	essa	DET	O
Sentence 1247	😶	NOUN	O
Sentence 1247	https://t.co/ydxIxOBQhX	PROPN	O
Sentence 1248	aah	AUX	O
Sentence 1248	vou	AUX	O
Sentence 1248	dormir	VERB	O
Sentence 1248	!	PUNCT	O
Sentence 1248	!	PUNCT	O
Sentence 1249	@JuliPereira97	PROPN	O
Sentence 1249	olor	PROPN	O
Sentence 1249	a	DET	O
Sentence 1249	nerd	NOUN	O
Sentence 1250	o	DET	O
Sentence 1250	seu	DET	O
Sentence 1250	perfil	NOUN	O
Sentence 1250	foi	AUX	O
Sentence 1250	visto	VERB	O
Sentence 1250	por	ADP	O
Sentence 1250	8	NUM	O
Sentence 1250	pessoas	NOUN	O
Sentence 1250	nas	DET	O
Sentence 1250	últimas	ADJ	O
Sentence 1250	12	NUM	O
Sentence 1250	horas	NOUN	O
Sentence 1250	https://t.co/wrfkt12iEM	NOUN	O
Sentence 1251	não	ADV	O
Sentence 1251	tô	AUX	O
Sentence 1251	conseguindo	VERB	O
Sentence 1251	dormir	VERB	O
Sentence 1251	?	PUNCT	O
Sentence 1251	?	PUNCT	O
Sentence 1251	?	PUNCT	O
Sentence 1251	?	PUNCT	O
Sentence 1251	?	PUNCT	O
Sentence 1251	que	SCONJ	O
Sentence 1251	porra	NOUN	O
Sentence 1252	Já	ADV	O
Sentence 1252	quero	VERB	O
Sentence 1252	vomitar	VERB	O
Sentence 1252	dnv	PROPN	O
Sentence 1252	tá	NOUN	O
Sentence 1252	repreendido	VERB	O
Sentence 1252	enfermidade	PROPN	O
Sentence 1252	Deus	PROPN	O
Sentence 1252	é	VERB	O
Sentence 1252	mais	ADV	O
Sentence 1252	na	DET	O
Sentence 1252	minha	DET	O
Sentence 1252	vida	NOUN	O
Sentence 1253	@viviodc	VERB	O
Sentence 1253	Já	ADV	O
Sentence 1253	pensou	VERB	O
Sentence 1253	nós	PRON	O
Sentence 1253	dois	NUM	O
Sentence 1253	lá	ADV	O
Sentence 1253	!	PUNCT	O
Sentence 1253	!	PUNCT	O
Sentence 1253	!	PUNCT	O
Sentence 1253	Haha	PROPN	O
Sentence 1253	❤	PROPN	O
Sentence 1253	️	PROPN	O
Sentence 1254	já	ADV	O
Sentence 1254	vi	VERB	O
Sentence 1254	todas	DET	O
Sentence 1254	as	DET	O
Sentence 1254	entrevistas	NOUN	O
Sentence 1254	da	ADP	O
Sentence 1254	elke	NOUN	O
Sentence 1254	até	ADP	O
Sentence 1254	ela	PRON	O
Sentence 1254	falando	VERB	O
Sentence 1254	de	ADP	O
Sentence 1254	astrologia	NOUN	O
Sentence 1254	eu	PRON	O
Sentence 1254	acho	VERB	O
Sentence 1254	lindo	VERB	O
Sentence 1254	e	CCONJ	O
Sentence 1254	encantador	NOUN	O
Sentence 1254	&	PROPN	O
Sentence 1254	lt	PROPN	O
Sentence 1254	;	PUNCT	O
Sentence 1254	3	NUM	O
Sentence 1254	https://t.co/ZLWufx3XDT	NOUN	O
Sentence 1255	Meu	INTJ	O
Sentence 1255	deus	NOUN	O
Sentence 1255	do	PROPN	O
Sentence 1255	céu	ADP	O
Sentence 1255	eu	PRON	O
Sentence 1255	tô	ADP	O
Sentence 1255	mt	NOUN	O
Sentence 1255	revoltada	VERB	O
Sentence 1255	puta	NOUN	O
Sentence 1255	merda	ADJ	O
Sentence 1255	caralho	PROPN	O
Sentence 1255	caralhoooo	PROPN	O
Sentence 1255	danshjddjshs	PROPN	O
Sentence 1255	eu	PRON	O
Sentence 1255	n	SYM	O
Sentence 1255	consigo	NOUN	O
Sentence 1255	nem	ADV	O
Sentence 1255	escrever	VERB	O
Sentence 1255	quão	ADV	O
Sentence 1255	irritada	VERB	O
Sentence 1255	eu	PRON	O
Sentence 1255	to	ADV	O
Sentence 1256	Boaa	PROPN	O
Sentence 1256	pra	ADP	O
Sentence 1256	quem	PRON	O
Sentence 1256	não	ADV	O
Sentence 1256	consegue	VERB	O
Sentence 1256	dormir	VERB	O
Sentence 1256	..	PUNCT	O
Sentence 1256	🙄	NUM	O
Sentence 1257	Preciso	PROPN	O
Sentence 1257	compartilhar	VERB	O
Sentence 1257	com	ADP	O
Sentence 1257	vcs	PROPN	O
Sentence 1257	USEM	PROPN	O
Sentence 1257	,	PUNCT	O
Sentence 1257	ele	PRON	O
Sentence 1257	eh	PROPN	O
Sentence 1257	super	PROPN	O
Sentence 1257	legal	ADJ	O
Sentence 1257	e	CCONJ	O
Sentence 1257	+	PROPN	O
Sentence 1257	barato	ADJ	O
Sentence 1257	q	PROPN	O
Sentence 1257	uber(lembrando	VERB	O
Sentence 1257	q	ADP	O
Sentence 1257	ele	PRON	O
Sentence 1257	eh	PROPN	O
Sentence 1257	uber	VERB	O
Sentence 1257	tbm	PROPN	O
Sentence 1257	,	PUNCT	O
Sentence 1257	mas	CCONJ	O
Sentence 1257	em	ADP	O
Sentence 1257	relação	NOUN	O
Sentence 1257	…	PROPN	O
Sentence 1257	https://t.co/nzFKgPnGm3	PROPN	O
Sentence 1258	Quer	VERB	O
Sentence 1258	ganhar	VERB	O
Sentence 1258	um	DET	O
Sentence 1258	box	NOUN	O
Sentence 1258	vinil	NOUN	O
Sentence 1258	com	ADP	O
Sentence 1258	todos	DET	O
Sentence 1258	os	DET	O
Sentence 1258	álbuns	SYM	O
Sentence 1258	de	ADP	O
Sentence 1258	estúdio	NOUN	O
Sentence 1258	do	ADP	O
Sentence 1258	Evanescence	PROPN	B-organization
Sentence 1258	?	PUNCT	O
Sentence 1258	https://t.co/fmgsiukMOB	PROPN	O
Sentence 1259	Plantão	NOUN	O
Sentence 1259	da	ADP	O
Sentence 1259	Madrugada	PROPN	O
Sentence 1259	pensamentos	VERB	O
Sentence 1259	mil	NUM	O
Sentence 1259	.	PUNCT	O
Sentence 1259	Colocando	VERB	O
Sentence 1259	as	DET	O
Sentence 1259	orações	NOUN	O
Sentence 1259	em	ADP	O
Sentence 1259	dia	NOUN	O
Sentence 1259	🙏	NOUN	O
Sentence 1259	🙏	NOUN	O
Sentence 1260	Alô	PROPN	O
Sentence 1260	Estado	PROPN	B-organization
Sentence 1260	Islâmico	PROPN	I-organization
Sentence 1260	,	PUNCT	O
Sentence 1260	a	DET	O
Sentence 1260	hora	NOUN	O
Sentence 1260	é	VERB	O
Sentence 1260	agora	ADV	O
Sentence 1260	!	PUNCT	O
Sentence 1260	https://t.co/jKqNDm2OJz	VERB	O
Sentence 1261	@joyce___campos	NOUN	O
Sentence 1261	pqp	VERB	O
Sentence 1261	eu	PRON	O
Sentence 1261	cheguei	AUX	O
Sentence 1261	n	ADP	O
Sentence 1261	essa	DET	O
Sentence 1261	parte	NOUN	O
Sentence 1261	,	PUNCT	O
Sentence 1261	só	ADV	O
Sentence 1261	Sabia	VERB	O
Sentence 1261	chorar	VERB	O
Sentence 1261	mds	NOUN	O
Sentence 1262	Não	ADV	O
Sentence 1262	tenho	VERB	O
Sentence 1262	mais	ADV	O
Sentence 1262	pique	NOUN	O
Sentence 1262	pra	ADP	O
Sentence 1262	dormir	VERB	O
Sentence 1262	depois	ADV	O
Sentence 1262	de	ADP	O
Sentence 1262	meia	ADJ	O
Sentence 1262	noite	NOUN	O
Sentence 1263	DEUS	NOUN	O
Sentence 1263	ME	PROPN	O
Sentence 1263	AJUDA	NOUN	O
Sentence 1263	QUANDO	ADV	O
Sentence 1263	MAIS	ADV	O
Sentence 1263	PRECISO	PROPN	O
Sentence 1263	.	PUNCT	O
Sentence 1264	Deus	PROPN	O
Sentence 1264	nunca	ADV	O
Sentence 1264	disse	VERB	O
Sentence 1264	que	SCONJ	O
Sentence 1264	a	DET	O
Sentence 1264	jornada	NOUN	O
Sentence 1264	seria	VERB	O
Sentence 1264	fácil	ADJ	O
Sentence 1264	,	PUNCT	O
Sentence 1264	mas	CCONJ	O
Sentence 1264	Ele	PRON	O
Sentence 1264	disse	VERB	O
Sentence 1264	que	SCONJ	O
Sentence 1264	a	DET	O
Sentence 1264	chegada	NOUN	O
Sentence 1264	valeria	ADJ	O
Sentence 1264	a	DET	O
Sentence 1264	pena	NOUN	O
Sentence 1264	!	PUNCT	O
Sentence 1264	🙏	NOUN	O
Sentence 1264	#	PROPN	O
Sentence 1264	Bomdia	PROPN	O
Sentence 1264	a	ADP	O
Sentence 1264	todos	PRON	O
Sentence 1265	Ter	AUX	O
Sentence 1265	peito	NOUN	O
Sentence 1265	grande	ADJ	O
Sentence 1265	é	VERB	O
Sentence 1265	isso	PRON	O
Sentence 1265	aí	ADV	O
Sentence 1265	..	PUNCT	O
Sentence 1266	eu	PRON	O
Sentence 1266	to	PROPN	O
Sentence 1266	com	ADP	O
Sentence 1266	vontade	NOUN	O
Sentence 1266	de	ADP	O
Sentence 1266	dormir	VERB	O
Sentence 1266	é	VERB	O
Sentence 1266	só	ADV	O
Sentence 1266	acordar	VERB	O
Sentence 1266	12h	NOUN	O
Sentence 1266	ja	PROPN	O
Sentence 1266	que	SCONJ	O
Sentence 1266	n	PROPN	O
Sentence 1266	sei	VERB	O
Sentence 1266	a	DET	O
Sentence 1266	matéria	NOUN	O
Sentence 1266	da	ADP	O
Sentence 1266	prova	NOUN	O
Sentence 1266	de	ADP	O
Sentence 1266	fisica	NOUN	O
Sentence 1266	msm	ADJ	O
Sentence 1267	@Gui6910	NOUN	O
Sentence 1267	Ta	PROPN	O
Sentence 1267	revoltado	VERB	O
Sentence 1267	é	VERB	O
Sentence 1267	?	PUNCT	O
Sentence 1268	Mulher	NOUN	O
Sentence 1268	digna	ADJ	O
Sentence 1268	.	PUNCT	O
Sentence 1268	https://t.co/hwUga2B3AV	VERB	O
Sentence 1269	seu	DET	O
Sentence 1269	perfil	NOUN	O
Sentence 1269	foi	AUX	O
Sentence 1269	visto	VERB	O
Sentence 1269	por	ADP	O
Sentence 1269	7	NUM	O
Sentence 1269	pessoas	NOUN	O
Sentence 1269	nas	ADV	O
Sentence 1269	últimas	ADJ	O
Sentence 1269	5	NUM	O
Sentence 1269	horas	NOUN	O
Sentence 1269	https://t.co/r2p7HPSwdD	PROPN	O
Sentence 1270	Parte	NOUN	O
Sentence 1270	sigilosa	ADJ	O
Sentence 1270	de	ADP	O
Sentence 1270	lista	NOUN	O
Sentence 1270	de	ADP	O
Sentence 1270	Fachin	PROPN	B-person
Sentence 1270	inclui	VERB	O
Sentence 1270	Lula	PROPN	B-person
Sentence 1270	e	CCONJ	O
Sentence 1270	Cunha	PROPN	B-person
Sentence 1270	Procurador	PROPN	O
Sentence 1270	-	PUNCT	O
Sentence 1270	geral	PROPN	O
Sentence 1270	da	ADP	O
Sentence 1270	República	PROPN	O
Sentence 1270	pede	VERB	O
Sentence 1270	a	ADP	O
Sentence 1270	o	DET	O
Sentence 1270	STF	PROPN	B-organization
Sentence 1270	investigações	PROPN	O
Sentence 1270	...	PUNCT	O
Sentence 1270	https://t.co/5F7BZZNjNT	PROPN	O
