tweet_id	mensagem
|TWEET_ID|: 854633926165499904	|MENSAGEM|: Oie gente
|TWEET_ID|: 854633928019374081	|MENSAGEM|: Acordei mais fudido do que quando eu durmi
|TWEET_ID|: 854633928598093824	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854633928694673408	|MENSAGEM|: .@quelanja 1 divona 2 fb 3 q corpo e esse 4 gosto 5 n tem
|TWEET_ID|: 854633929332142080	|MENSAGEM|: O casamento á a tentativa mal sucedida de extrair algo duradouro de um acidente.
|TWEET_ID|: 854633929843855361	|MENSAGEM|: Esse friozinho ta gostosinho pra ficar agarradinho 😪❤😍
|TWEET_ID|: 854633930754072577	|MENSAGEM|: @JornalOGlobo Mais um meme, essa foto desse usurpador😂😄😂
|TWEET_ID|: 854633931269963776	|MENSAGEM|: meu bem querer
|TWEET_ID|: 854633931496464385	|MENSAGEM|: @flaay__ Melhor coisa!
|TWEET_ID|: 854633931928477696	|MENSAGEM|: Já estou até imaginando quantos 0 eu vou ver na prova do pessoal hj kkkk
|TWEET_ID|: 854633931995533312	|MENSAGEM|: Bom dia ...Lindo o amanhecer...[ Já levei o @perin1979 ao… https://t.co/3vU3M6faDR
|TWEET_ID|: 854633932213694465	|MENSAGEM|: queria estar morta
|TWEET_ID|: 854633932649893889	|MENSAGEM|: Eu responderia? Se vcs pensassem menos nas perguntas!.
|TWEET_ID|: 854633932670849028	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854633933430030337	|MENSAGEM|: Gente kkk acordo rindo já
|TWEET_ID|: 854633934294011904	|MENSAGEM|: Irmã ❤😍 Camila Mayara https://t.co/brT7dxGVyN
|TWEET_ID|: 854633936575750144	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854633941038444544	|MENSAGEM|: Bom dia amores
|TWEET_ID|: 854633941428514816	|MENSAGEM|: Aquela HQ que você respeita loucamente! 
Pq eu vivo desse conjunto!
#Blues #quadrinhos #musica… https://t.co/rEOLKxK1Nq
|TWEET_ID|: 854633941474713600	|MENSAGEM|: @mwrdwr prazer
|TWEET_ID|: 854633942317772800	|MENSAGEM|: Sdd disso, pq agora na faculdade nao tenho dinheiro nem pra bala e pirulito 💔 https://t.co/zZL5KaHkkl
|TWEET_ID|: 854633942611349505	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854633944821714944	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854633948114300929	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854649286470115328	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854649288126869504	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854649288349102084	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854649289045405697	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854649289276043269	|MENSAGEM|: Bom dia pra quem chegou atrasada mas não tem tempo ruim e corre do inspetor p entrar na sala KKKKKKKKKKKKKKKKKKK
|TWEET_ID|: 854649290018492419	|MENSAGEM|: AAAAAAAA não aguento mais gastar dinheiro com gasolina
|TWEET_ID|: 854649290404360192	|MENSAGEM|: vai de awake pra cypher exatamente meus dois estados emocionais
|TWEET_ID|: 854649290513424384	|MENSAGEM|: Alguém podia me pagar um mc hoje
|TWEET_ID|: 854649291620720640	|MENSAGEM|: Em algum momento da vida você entenderá que é melhor deixar partir, do que ser partido.
|TWEET_ID|: 854649293579440129	|MENSAGEM|: Acredito que mudar pra vivo foi a melhor coisa que eu fiz
|TWEET_ID|: 854649294481235968	|MENSAGEM|: Bom dia pra quem acordou foi pra escola e descobriu que só entra as 9:10
|TWEET_ID|: 854649294502191104	|MENSAGEM|: E que hoje a saudade veio de galera é trouxe o cheiro é o gosto dá boca dele. ☹️ 1 ano e 2 meses 😥
|TWEET_ID|: 854649294556680192	|MENSAGEM|: tem cidade verde hj,queria tanto ir mas to sem bufunfa
|TWEET_ID|: 854649295085215744	|MENSAGEM|: Ruim essa vida sem 3G
|TWEET_ID|: 854649296716791809	|MENSAGEM|: Bom dia mundo!
|TWEET_ID|: 854649297509511170	|MENSAGEM|: Aai q odiooooo
|TWEET_ID|: 854649298805510144	|MENSAGEM|: É triste e feliz ao mesmo tempo https://t.co/izCUBO1vWp
|TWEET_ID|: 854649298826539008	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854649299065593856	|MENSAGEM|: @nialljswag Ola! O que é isso que você mandou para mim?
|TWEET_ID|: 854649299237564416	|MENSAGEM|: Só falta o Justin voltar e trazer os dançarinos tbm pq eu quero abraçar cada um deles https://t.co/t5TdnijZhG
|TWEET_ID|: 854649300697186304	|MENSAGEM|: Porque eu te amo eu nem sei,mas quero,te amar cada vez mais
|TWEET_ID|: 854649300793479170	|MENSAGEM|: Eu quero manter esse ícone do Tyranitar pq TODOS OS DIAS eu estou exatamente como ele
|TWEET_ID|: 854649301347291136	|MENSAGEM|: [19/4 7:45]: Você é imprevisível, isso me encanta
[19/4 7:45]: Fico apaixonada pelo seu jeito
[19/4 7:53] Carol Santana: ata, tendi já
|TWEET_ID|: 854649303880609792	|MENSAGEM|: novo status: pessoas que visitaram meu perfil https://t.co/gc8BBFYeQE
|TWEET_ID|: 854649304182657024	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854649305054969857	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854649305080233984	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854649305294098433	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854649306309156864	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854649306418212864	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854649308070760448	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854649308167233536	|MENSAGEM|: @caredibiel @niqueplum @tatyfereira Não tem consideração na verdade ele não tem que estar se explicando deixem as coisas aconfecer
|TWEET_ID|: 854649308322426881	|MENSAGEM|: To aqui no postinho com o Thaylor , tem Pneumo marcado
|TWEET_ID|: 854649308527939584	|MENSAGEM|: nao lembrava mais como era ruim acordar antes das 8h
|TWEET_ID|: 854660813138919424	|MENSAGEM|: I'm at Açaí no Ponto https://t.co/5nLSNjwRIh
|TWEET_ID|: 854660814413996032	|MENSAGEM|: Bom diaaa... Família Bitencourt, São Paulo minha terra saudades... beijos e abraços!
|TWEET_ID|: 854660815881940993	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854660816498503681	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854660816863457281	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854660817110880257	|MENSAGEM|: Minha barriga tá roncando
|TWEET_ID|: 854660817983332352	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854660818201440256	|MENSAGEM|: #Lula2018. Queiram vcs ou não...
Pode seguir, talvez se convença...🤔😃 https://t.co/XIL55f9uLx
|TWEET_ID|: 854660818616627201	|MENSAGEM|: Tô acordada, mas n tive opção
|TWEET_ID|: 854660819682041856	|MENSAGEM|: Chega ficou alegre ela ❤
|TWEET_ID|: 854660820436996096	|MENSAGEM|: @heishendriws @Recibo_CRF Deve ser pra ajudar a pagar o salário rssss
|TWEET_ID|: 854660820747386880	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854660820902461440	|MENSAGEM|: @dudannnSempre que o sol nasce ☀️, você tem uma nova oportunidade de ser feliz! 😁 Bom dia!
|TWEET_ID|: 854660821259100161	|MENSAGEM|: @CatFreitaas Que homemmmm aaaa sou apaixonada
|TWEET_ID|: 854660821389062145	|MENSAGEM|: eu gosto muito da teoria de "hamei"
|TWEET_ID|: 854660822190182400	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854660823490453505	|MENSAGEM|: Poronga teve que ir junto, sacanagemmmm
|TWEET_ID|: 854660823633080320	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854660823771467776	|MENSAGEM|: @amadasandradee bom diaaaa meu doce amor....vc eta bem???
|TWEET_ID|: 854660823817605120	|MENSAGEM|: meu não tem coisa melhor do que você conseguir fazer algo que queria a muito tempo
|TWEET_ID|: 854660823893114880	|MENSAGEM|: I'm at Posto Cajá 2 in Cajá, PB https://t.co/kAQ5mU7XU3
|TWEET_ID|: 854660824161505286	|MENSAGEM|: I'm at FAQI - Escolas e Faculdades QI - @escolasqi in Porto Alegre, RS w/ @thaisp98 https://t.co/5j1JG9LByi
|TWEET_ID|: 854660824161550336	|MENSAGEM|: @yaass_oliveira Eu falo acontece
|TWEET_ID|: 854660825067520000	|MENSAGEM|: @CatarinyBarros Gosto muito de vc 🙁❤️❤️❤️💍
|TWEET_ID|: 854660825868632064	|MENSAGEM|: 2 decpcão. https://t.co/XuBZkPuJlO
|TWEET_ID|: 854660826166419457	|MENSAGEM|: Trav. Cananeia/Continente: 01 balsa em operação; Tempo: nublado;    Tempo para o embarque: Cananeia: 30 min. e Continente: 30 min.
|TWEET_ID|: 854660826648768514	|MENSAGEM|: Ideias e mais ideias
Deus abençoe que de certo 🙌🏽
|TWEET_ID|: 854660826686468097	|MENSAGEM|: Isis é a melhor ❤️
|TWEET_ID|: 854660828351668224	|MENSAGEM|: @vulgo_a Parabéns Sarah,tudo de bom.. ♥
|TWEET_ID|: 854660828544544768	|MENSAGEM|: Bruno &amp; Marrone - Enquanto eu Brindo Cê Chora
|TWEET_ID|: 854660828678811648	|MENSAGEM|: Vou estudar só agora pra química
|TWEET_ID|: 854660828695601152	|MENSAGEM|: Me ame ou me odeie, ambos estará ao meu favor pois se ama eu sempre vou estar em seu coração e se me odeia sempre estarei em sua mente 😘❤
|TWEET_ID|: 854670413468663811	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854670413976260608	|MENSAGEM|: Daleste é monstro man ❤
|TWEET_ID|: 854670413997232128	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854670414592835584	|MENSAGEM|: @becavichioli_ @jholrebecchi 😂😂😂😂😂😂 af, vocês são vida loka d++++ 😎 (não escuta a Beatriz pq ela faz inferno)
|TWEET_ID|: 854670416211832832	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854670417235234816	|MENSAGEM|: Amor de motel, Coração infiel. Nós dois nesse quarto, Eu faço o pecado que nos leva ao céu
|TWEET_ID|: 854670417457545216	|MENSAGEM|: Tinha esquecido como cuscuz c leite é gostoso 😳
|TWEET_ID|: 854670418036367361	|MENSAGEM|: Eu to precisando dum mozao😏😂
|TWEET_ID|: 854670418090897408	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854670418694864896	|MENSAGEM|: @luisnassif Com certeza
|TWEET_ID|: 854670420456476672	|MENSAGEM|: esses grtos namoram mas c as amgs bancam um de solteiro
|TWEET_ID|: 854670420766806016	|MENSAGEM|: “A leitura engrandece a alma.”
|TWEET_ID|: 854670421278560256	|MENSAGEM|: .@MichelTemer @Aloysio_Nunes é só olharmos para o que acontece na E.U hj em dia. Mortes,destruição, perseguição. Tu… https://t.co/gMri3waT5b
|TWEET_ID|: 854670421832105985	|MENSAGEM|: @SoPraReality @_hellenanjos Só digo uma coisa sobre isso...EU ACHO É POUCOOOO!!!
|TWEET_ID|: 854670422163456000	|MENSAGEM|: 3 pessoas visualizaram seu perfil agora https://t.co/zPwsLcIAiu
|TWEET_ID|: 854670422712963072	|MENSAGEM|: esse tempo só serve pra deixar a gente com mais sono e vontade de procrastinar as coisas
|TWEET_ID|: 854670423254028288	|MENSAGEM|: Ta na hora de coisa nova viu gata?kkkkkkkk https://t.co/tcEjPTY2Kq
|TWEET_ID|: 854670423304351745	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854670424369758208	|MENSAGEM|: MUITO MUUITO FELIZ AAAAAA QUERO MINHA CASA MEUS FILHOS PERNAMBUCO AAAA
|TWEET_ID|: 854670425435013120	|MENSAGEM|: o seu perfil foi visto por 4 pessoas nas últimas 3 horas https://t.co/DHRNpmfp5n
|TWEET_ID|: 854670426269560832	|MENSAGEM|: Enquanto espero na fila pra lavar o carro, aquela foto 📸 #bomdia #arabian @ Auto Posto Cubatão https://t.co/ncLZtZT50Q
|TWEET_ID|: 854670426571763713	|MENSAGEM|: Cláudia me viu e não falou nada
|TWEET_ID|: 854670427561635844	|MENSAGEM|: Essa parada de passe me parece bem confusa
|TWEET_ID|: 854670427964276737	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854670428140392450	|MENSAGEM|: seu perfil foi visto por 5 pessoas nas últimas 6 horas https://t.co/zMLX2ouUvN
|TWEET_ID|: 854670428354359296	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854670428610211840	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854670428979245057	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854670430061432832	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854681937360846849	|MENSAGEM|: Já deixei minha mãe no trabalho
|TWEET_ID|: 854681937784565761	|MENSAGEM|: Tenho que ver essas belezinhas dá tequila e mandala logo!
|TWEET_ID|: 854681937834901506	|MENSAGEM|: Boom diaaa
|TWEET_ID|: 854681938136903680	|MENSAGEM|: @laredrauhl Elas não entram nesse jogos, elas são ameaçadas
|TWEET_ID|: 854681939047059457	|MENSAGEM|: @rafael_bezerra Eu tô tentando avançar. Mas calhou de eu estar soterrado de trabalho e meus pais viajarem. Tá realm… https://t.co/MBpINGRZFk
|TWEET_ID|: 854681939214819329	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854681939290271744	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854681939382546432	|MENSAGEM|: editorial https://t.co/ug8i0lm0wg
|TWEET_ID|: 854681939407720448	|MENSAGEM|: minha coluna tá toda fodida, tô quase um idoso
|TWEET_ID|: 854681939470680064	|MENSAGEM|: @caroubbs vc é boliviana
|TWEET_ID|: 854681939915264000	|MENSAGEM|: #DeusÉMais - Olha pra cima, que é de lá que vem a tua força. #umRei
|TWEET_ID|: 854681940196302848	|MENSAGEM|: 16 fotos que foram tiradas nos momentos certos https://t.co/kSvyuJhtCM
|TWEET_ID|: 854681940288569344	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854681940510769153	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854681940607344640	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854681940775055360	|MENSAGEM|: Nao aguento mais esse trabalhoo ahhhhh
|TWEET_ID|: 854681941228048384	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854681941723029504	|MENSAGEM|: E como faz 💔😴 https://t.co/lq76uMihjf
|TWEET_ID|: 854681942700285952	|MENSAGEM|: Falou o viado tricolor!! Vai pagar a série B seu Zé buceta https://t.co/fjoUo2ci3x
|TWEET_ID|: 854681942935121920	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854681943283290113	|MENSAGEM|: @MarciaColle Olha quem decidiu aparecer
|TWEET_ID|: 854681943656542208	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854681944692592640	|MENSAGEM|: Tô pensando seriamente em não ir pra aula hoje. Da pra acompanhar jogo do Goiás por rádio não amigos
|TWEET_ID|: 854681945149722625	|MENSAGEM|: Adivinha quem ta na casa da avó que é mais perto do posto, MAS vai ter que voltar em casa por que esqueceu os documentos é eu MSM 😒💔
|TWEET_ID|: 854681945397227520	|MENSAGEM|: Viih ta ficando melhor 💜
|TWEET_ID|: 854681945724387328	|MENSAGEM|: O hábito de falar com Deus muda nosso hábito de falar com as pessoas. #umRei
|TWEET_ID|: 854681946999447552	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854681947389530114	|MENSAGEM|: Klopp diz que Liverpool pode ser seu último clube e foca trabalho a longo prazo https://t.co/bwGMPSEiqI
|TWEET_ID|: 854681947653668864	|MENSAGEM|: #DeusÉMais - A ansiedade nos consome até o dia em que decidimos resistir e deixamos o tempo fluir. #umRei
|TWEET_ID|: 854681947859292160	|MENSAGEM|: https://t.co/ivVlNBz7as
https://t.co/ivVlNBz7as
https://t.co/ivVlNBz7as

No mundo dos videogames... https://t.co/lCfYRY8xIn
|TWEET_ID|: 854681948102557697	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854681949037895680	|MENSAGEM|: não sei o que é mais difícil, apresentar a banca p os diretores da oceano ou achar os modelos
|TWEET_ID|: 854681949117534208	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854681949583159301	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854681949729849345	|MENSAGEM|: – Que Deus de vida longa aos meus inimigos…pra que eles possam aplaudir de pé a minha vitória.👏👏👏👏👏
|TWEET_ID|: 854681949797060608	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854681949813841920	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854681949998395392	|MENSAGEM|: @mdemariarita vai nada você nem deixa a gente fazer PRU na sua barriga
|TWEET_ID|: 854699220409962497	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854699220695224320	|MENSAGEM|: Eu tô só existindo
|TWEET_ID|: 854699220942585858	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854699221219508224	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854699221303390208	|MENSAGEM|: Eu não acredito nessa história de “não era pra ser”. Quando as pessoas querem, elas fazem ser, mesmo que não fosse pra ser nada.
|TWEET_ID|: 854699221882212352	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854699222372950017	|MENSAGEM|: Acordei tranquilo hj,sem sono 🙏
|TWEET_ID|: 854699222435856385	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854699225187319810	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854699225287929856	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854699225774424064	|MENSAGEM|: Queria sair da faculdade e chegar em casa em 15 minutos, seria meu sonho
|TWEET_ID|: 854699225837383680	|MENSAGEM|: Errei o tweet 3 vezes nossa mãe
|TWEET_ID|: 854699226084888577	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854699226395271168	|MENSAGEM|: Nem na aula consegui ir, não acredito que não vou ter voz pra gritar pelo colorado hj
|TWEET_ID|: 854699227099877376	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854699227271843840	|MENSAGEM|: Que droga 😒
|TWEET_ID|: 854699227548700672	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854699227959767041	|MENSAGEM|: @luanS_tudo Nada!!
|TWEET_ID|: 854699228349837313	|MENSAGEM|: @himynameislaurs @caminhaoscooter @aloguinness @sofiainthesky_ @rsnfrts @kuwtmaria @cacarolika @cakozta sábado tem… https://t.co/EElvjyfuTf
|TWEET_ID|: 854699228588904448	|MENSAGEM|: Paramore lançou single novo e eu tô como https://t.co/g9N56O1b2K
|TWEET_ID|: 854699228949557248	|MENSAGEM|: Bom dia.
|TWEET_ID|: 854699229264138240	|MENSAGEM|: @mabelidias Muito
|TWEET_ID|: 854699229293531136	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854699229452935169	|MENSAGEM|: Se você optar pelo orgulho, aprenda a lidar com a saudade. #umRei
|TWEET_ID|: 854699229679411200	|MENSAGEM|: Eu n aguento mais estudar q semana é essa meu deus
|TWEET_ID|: 854699229956235264	|MENSAGEM|: Quanto mais assisto PLL, mais perdida fico
|TWEET_ID|: 854699230669279236	|MENSAGEM|: @KihKihara @nayarasuellem @remo100porcento bem que ele podia...seria bem vindo.  Mas acho q prefere castanhal
|TWEET_ID|: 854699231193550848	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854714582996324353	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854714583327571968	|MENSAGEM|: @oh_Cah Agr entendi
|TWEET_ID|: 854714583466037248	|MENSAGEM|: Mais só 16hrs 💔
|TWEET_ID|: 854714583470272512	|MENSAGEM|: o seu perfil foi visto por 4 pessoas nas últimas 3 horas https://t.co/e4wYahPeNh
|TWEET_ID|: 854714583487041536	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854714583784849408	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854714584736948224	|MENSAGEM|: nossa, que sopa é essa? muito MARAVILHOSA 🙄
|TWEET_ID|: 854714584967598081	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854714585122844672	|MENSAGEM|: @vadiaexemplar certeza, ela acho que a iggy não ganhou grammy por causa dela ?????? Louca
|TWEET_ID|: 854714586544709633	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854714586913800192	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854714587215794176	|MENSAGEM|: A galera da faculdade não deixa nada passar batido .. fico chocada com eles e com o que eles descobrem 😂
|TWEET_ID|: 854714587853324289	|MENSAGEM|: Caralheteeeeeee
|TWEET_ID|: 854714588033691651	|MENSAGEM|: pelo menos era a prova D'água 😂😂 https://t.co/KB6FOvEVR5
|TWEET_ID|: 854714588155260930	|MENSAGEM|: Meu intervalo deveria ser de no mínimo umas 2 horas e meia 😪
|TWEET_ID|: 854714588218236929	|MENSAGEM|: Assista "Sete homens e um destino (2016)" Hoje às 22h no Telecine Pipoca, Canal 64. https://t.co/L8DBwSDe2t
|TWEET_ID|: 854714588234993664	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854714588457316354	|MENSAGEM|: @marialuiza2509 Estais a mais tem nessa profissão amg, eu que te pergunto kkkkk nojenta💗
|TWEET_ID|: 854714588822163456	|MENSAGEM|: Que Deus abençoe cada um que da ferinha tirava seu sustento 😞
|TWEET_ID|: 854714588931268608	|MENSAGEM|: Preciso ir no oftalmologista novamente
|TWEET_ID|: 854714589002575872	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854714589350703105	|MENSAGEM|: @suelynroversi só love
|TWEET_ID|: 854714589749141504	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854714589824638977	|MENSAGEM|: Amiga boa é aquela que pega o feio p você ficar com o bonito!
|TWEET_ID|: 854714590248218624	|MENSAGEM|: Finalmente consegui postar o texto do Ruan 😂
|TWEET_ID|: 854714590520901632	|MENSAGEM|: @caah_varela mano hoje vou te chamar no skype depois do almoço 💣
|TWEET_ID|: 854714590680162304	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854714591384936448	|MENSAGEM|: Parnamirim terá polo de diagnóstico do câncer https://t.co/Z5k9iEsPdY via @PortalN10
|TWEET_ID|: 854714591477157889	|MENSAGEM|: faço planos e muitos planos https://t.co/gyFouj2TVc
|TWEET_ID|: 854714591489781760	|MENSAGEM|: @_gamoura "sexta"
|TWEET_ID|: 854731863826595840	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854731864199790592	|MENSAGEM|: sim, parece mais com outras coisas mas falei isso pq foi a primeira coisa que veio na cabeça
|TWEET_ID|: 854731865181356033	|MENSAGEM|: a verdade é que meu gosto não é confuso, ele é só um: menina e pronto
|TWEET_ID|: 854731865302990848	|MENSAGEM|: eu não me contento com a sobra chapa, ce ta ligado to sempre pela glória com os meus soldados
|TWEET_ID|: 854731865315475456	|MENSAGEM|: Estou vendo que vou demorar no banheiro
|TWEET_ID|: 854731865533632512	|MENSAGEM|: A garota que mais gosta de confusão que eu ja conheci em toda minha vida!!!! https://t.co/vgFi8CporR
|TWEET_ID|: 854731865797873664	|MENSAGEM|: Qual foi a xiita que levou unf da Emilly?
|TWEET_ID|: 854731865806262275	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854731866003443712	|MENSAGEM|: @carol_brite Amanhã sai tudo o que falta, desculpa a demora 😥
|TWEET_ID|: 854731866062151682	|MENSAGEM|: que lindo vei 💙 https://t.co/FjesfHYSdr
|TWEET_ID|: 854731866200526849	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854731866640797696	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854731866993303552	|MENSAGEM|: @rodrigoshz @empiricus É como no Titanic. Quem pôde sair no PIDV saiu e os que não puderam estão tendo que ver o ba… https://t.co/c7wdSq1Ayk
|TWEET_ID|: 854731867467243520	|MENSAGEM|: Mentira kk https://t.co/yzrYJrXY54
|TWEET_ID|: 854731867513290752	|MENSAGEM|: 👂🏿vou sonhar com o justin falando despacito 👂🏿
|TWEET_ID|: 854731867517485059	|MENSAGEM|: @TonyMonxtro É maravilhosa
|TWEET_ID|: 854731867551125504	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854731867978903552	|MENSAGEM|: Ela me ganha na manhã
|TWEET_ID|: 854731868033486853	|MENSAGEM|: Esperando meu pai pra ir no dentista q ta marcado pra 1:30 e eu to em casa ainda
|TWEET_ID|: 854731868167602178	|MENSAGEM|: @FelipeCsuliva sabe que não, tu ta ligado rss
|TWEET_ID|: 854731868289290242	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854731868289335297	|MENSAGEM|: Dei um trocado pra um pivete no farol olhei pro lado tava o pai, pensei "velho filho da puta, explorador!"
|TWEET_ID|: 854731868478070785	|MENSAGEM|: @lucasvraau @yudashkinn_ @yakzuu HÁ IAHSUAHSIAAAFAFIAGUS
|TWEET_ID|: 854731869010759680	|MENSAGEM|: Que raiva 😓😓😓😓
|TWEET_ID|: 854731869270757376	|MENSAGEM|: Hoje tem Barcelona 🔵🔴
Neymar e messi vão dar show ❤❤
|TWEET_ID|: 854731869623078913	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854731870017388545	|MENSAGEM|: oa a BBC dando moral ai pra tois https://t.co/Av73WLMSQa
|TWEET_ID|: 854731870067716097	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854731870994661377	|MENSAGEM|: Centrais sindicais e frentes populares convocam uma greve geral para 28 de abril. https://t.co/xdW76Ie1TI https://t.co/AfaQarrRIv
|TWEET_ID|: 854731871099514887	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854731871682482177	|MENSAGEM|: #bbdebate Cruzeiro não é defensivo, e um time que sabe tocar a bola, defende e ataca bem e sabe muito  usar todas as armas do jogo! #bbmano
|TWEET_ID|: 854731871766405121	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854731872152244224	|MENSAGEM|: @alessa_machados @Esubiraa Miga, 2015 cê voltou de prudente e eu tava em Assis, a gente faça altos rolês e tantas f… https://t.co/5JQSY4JiFB
|TWEET_ID|: 854749144115707908	|MENSAGEM|: Música, notícias e humor já saiu! https://t.co/0OP94zAwsQ Graças a @tulio @TVNBR @MaiiraViiegas #centralfoxbrasil #santacruz
|TWEET_ID|: 854749144220667904	|MENSAGEM|: @tuitassam Pergunta sobre o marcos
|TWEET_ID|: 854749144417697800	|MENSAGEM|: Gostei de um vídeo @YouTube https://t.co/9I89Iwyffo NA GRAVAÇÃO DO INSANOS
